t=0.0, v=1.5e-05, theta=1.5700454002257278, v_L=1.4901952210456036e-05, v_R=1.5098047789543961e-05
t=7.0678998998999, v=1.1152265015015028, theta=1.5321427258156106, v_L=1.1026895502052858, v_R=1.1277634527977198
t=7.075363363363364, v=1.0778345495495494, theta=1.53300004174833, v_L=1.065842777017464, v_R=1.0898263220816349
t=7.082826826826827, v=1.040442597597596, theta=1.5338521414068516, v_L=1.0289860347428192, v_R=1.0518991604523729
t=7.090290290290291, v=1.0030506456456423, theta=1.5346990576669741, v_L=0.9921194782542809, v_R=1.0139818130370037
t=7.0977537537537545, v=0.9656586936936901, theta=1.5355408232168608, v_L=0.955243260211988, v_R=0.9760741271753923
t=7.105217217217217, v=0.9282667417417433, theta=1.536377470556755, v_L=0.9183575311061145, v_R=0.9381759523773718
t=7.112680680680681, v=0.8908747897897907, theta=1.5372090319993634, v_L=0.8814624392750463, v_R=0.9002871403045353
t=7.120144144144144, v=0.8534828378378373, theta=1.5380355396705216, v_L=0.8445581309296709, v_R=0.8624075447460038
t=7.127607607607608, v=0.8162173423423402, theta=1.538857025508987, v_L=0.8077698978848871, v_R=0.8246647867997934
t=7.135071071071072, v=0.7797017267267232, theta=1.539673521267122, v_L=0.771714959925203, v_R=0.7876884935282433
t=7.142534534534535, v=0.7440243243243213, theta=1.5404850585112086, v_L=0.7364811305873871, v_R=0.7515675180612555
t=7.149997997997998, v=0.7091792492492511, theta=1.5412916686216676, v_L=0.702062979200244, v_R=0.7162955192982582
t=7.157461461461462, v=0.6751734234234238, theta=1.5420933827936865, v_L=0.6684677456693904, v_R=0.6818791011774573
t=7.164924924924925, v=0.6419999549549542, theta=1.5428902320374724, v_L=0.6356889872566875, v_R=0.6483109226532209
t=7.172388388388389, v=0.6096646396396374, theta=1.5436822471787843, v_L=0.6037328153370257, v_R=0.615596463942249
t=7.179851851851852, v=0.5781627777777748, theta=1.544469458859393, v_L=0.5725949419836218, v_R=0.5837306135719278
t=7.187315315315316, v=0.5474979729729708, theta=1.5452518975374039, v_L=0.5422792944796204, v_R=0.552716651466321
t=7.194778778778779, v=0.517667717717719, theta=1.5460295934880632, v_L=0.5127837411055366, v_R=0.5225516943299015
t=7.202242242242242, v=0.4886734234234234, theta=1.5468025768038867, v_L=0.4841100246513365, v_R=0.49323682219551024
t=7.209705705705706, v=0.46051477477477454, theta=1.54757087739548, v_L=0.45625817095964327, v_R=0.4647713785899058
t=7.2171691691691695, v=0.4331909909909913, theta=1.5483345249919922, v_L=0.4292277379390117, v_R=0.4371542440429708
t=7.224632632632633, v=0.4067039489489487, theta=1.5490935491415463, v_L=0.4030209103057812, v_R=0.41038698759211606
t=7.232096096096097, v=0.3810506756756744, theta=1.5498479792119868, v_L=0.377635060715128, v_R=0.3844662906362208
t=7.23955955955956, v=0.356235240240238, theta=1.5505978443914, v_L=0.3530745340253191, v_R=0.35939594645515693
t=7.247023023023023, v=0.33225247747747716, theta=1.5513431736886745, v_L=0.32933451727906937, v_R=0.33517043767588495
t=7.254486486486487, v=0.30910864864864873, theta=1.552083995934096, v_L=0.3064215167074745, v_R=0.31179578058982305
t=7.26194994994995, v=0.2867971471471476, theta=1.5528203397800395, v_L=0.28432927768323457, v_R=0.28926501661106063
t=7.269413413413414, v=0.2653241741741737, theta=1.5535522337015923, v_L=0.26306423612941116, v_R=0.2675841122189363
t=7.2768768768768775, v=0.24468427927927797, theta=1.5542797059970368, v_L=0.2426212709803119, v_R=0.24674728757824405
t=7.284340340340341, v=0.22488181681681477, theta=1.5550027847888739, v_L=0.22300497663050767, v_R=0.22675865700312187
t=7.291803803803804, v=0.2059135285285284, theta=1.5557214980240124, v_L=0.2042123937045727, v_R=0.2076146633524841
t=7.299267267267267, v=0.18778157657657688, theta=1.5564358734747774, v_L=0.1862459323830312, v_R=0.18931722077012256
t=7.306730730730731, v=0.170484894894895, theta=1.557145938739562, v_L=0.16910479613392174, v_R=0.17186499365586827
t=7.314194194194195, v=0.15402345345345286, theta=1.5578517212433614, v_L=0.15278921056182337, v_R=0.15525769634508232
t=7.321657657657658, v=0.1383983783783772, theta=1.5585532482386473, v_L=0.13730054309677367, v_R=0.13949621365998072
t=7.329121121121122, v=0.12360744744744573, theta=1.5592505468058633, v_L=0.12263683441674537, v_R=0.12457806047814607
t=7.3365845845845845, v=0.10965397897897908, theta=1.5599436438545289, v_L=0.10880161699586635, v_R=0.11050634096209183
t=7.344048048048048, v=0.09653355855855893, theta=1.5606325661234521, v_L=0.09579074624680481, v_R=0.09727637087031304
t=7.351511511511512, v=0.0842516966966966, theta=1.5613173401819247, v_L=0.08360992073589608, v_R=0.08489347265749715
t=7.358974974974975, v=0.07280216216216163, theta=1.561997992430163, v_L=0.07225318282705284, v_R=0.07335114149727046
t=7.366438438438439, v=0.06219153153153128, theta=1.5626745491002876, v_L=0.06172728055876456, v_R=0.062655782504298
t=7.3739019019019025, v=0.05241360360360347, theta=1.5633470362568156, v_L=0.05202627607148244, v_R=0.052800931135724496
t=7.381365365365366, v=0.043473483483483004, theta=1.5640154797975792, v_L=0.04315544878874003, v_R=0.043791518178225984
t=7.388828828828829, v=0.03536716216216232, theta=1.5646799054546128, v_L=0.03511102716677981, v_R=0.03562329715754483
t=7.3962922922922925, v=0.028097552552552408, theta=1.5653403387946285, v_L=0.027896106488797714, v_R=0.02829899861630711
t=7.403755755755756, v=0.02166283783783763, theta=1.5659968052199893, v_L=0.02150908250954207, v_R=0.021816593166133186
t=7.41121921921922, v=0.01606373873873868, theta=1.5666493299695083, v_L=0.015950866031948854, v_R=0.016176611445528507
t=7.418682682682683, v=0.011300630630630507, theta=1.5672979381191428, v_L=0.01122202106039944, v_R=0.011379240200861574
t=7.426146146146147, v=0.007372042042041798, theta=1.5679426545828021, v_L=0.007321273588382484, v_R=0.0074228104957011105
t=7.43360960960961, v=0.004280540540540559, theta=1.5685835041131806, v_L=0.004251356790536128, v_R=0.00430972429054499
t=7.441073073073073, v=0.0020224624624623996, theta=1.569220511302558, v_L=0.002008811531715689, v_R=0.00203611339320911
t=7.456, v=1.5e-05, theta=1.5704830962299623, v_L=1.4900765982435252e-05, v_R=1.5099234017564748e-05
